Ride ID,Request Time,Pickup Location,Latitude Pickup,Longitude Pickup,Dropoff Location,Latitude Dropoff,Longtitude Dropoff,Ride Distance (in miles),Fare Amount (in $),Payment Method,Driver ID,Vehicle Type,Traffic Condition,Peak Hours,Day of Week,Public Holiday,User Rating
416,1-26-22 0:41,"-67.146877,-95.068754",-67.146877,-95.068754,"-87.054295,62.623574",-87.054295,62.623574,1288.310117,148.83,Cash,AK6475,Sedan,High,Yes,Friday,Yes,3
417,2-25-24 6:10,"-12.849755,-79.938229",-12.849755,-79.938229,"77.088341,126.084917",77.088341,126.084917,4884.286713,508.43,Visa,BU9172,Sedan,High,Yes,Monday,Yes,3
418,10-17-23 6:52,"90.145578,-15.566629",90.145578,-15.566629,"-83.723554,-71.850769",-83.723554,-71.850769,7304.242871,750.42,Cash,QZ3001,Sedan,Low,Yes,Sunday,Yes,4
419,10-6-23 6:47,"-33.600885,-4.783563",-33.600885,-4.783563,"-76.55908,153.790507",-76.55908,153.790507,8216.606851,841.66,Apple Pay,OV8387,SUV,Medium,No,Friday,Yes,1
420,7-23-23 2:11,"-5.538729,141.985534",-5.538729,141.985534,"84.086293,109.772118",84.086293,109.772118,9674.188246,987.42,PayPal,QZ9574,SUV,Low,No,Saturday,No,5
421,4-25-24 3:46,"-27.624039,-141.298431",-27.624039,-141.298431,"70.926168,27.109302",70.926168,27.109302,7052.390571,725.24,Debit Card,KK6351,SUV,Low,No,Monday,No,3
422,8-31-22 23:11,"8.670263,-139.10275",8.670263,-139.10275,"42.187121,-119.978556",42.187121,-119.978556,3608.214459,380.82,Visa,PR9115,SUV,Medium,No,Friday,No,1
423,8-24-23 4:45,"21.782304,-139.603335",21.782304,-139.603335,"-40.423097,93.9837",-40.423097,93.9837,5200.529746,540.05,Visa,PB2293,Motorcycle,Low,No,Saturday,No,2
424,10-13-23 2:30,"-13.312901,-152.980569",-13.312901,-152.980569,"-60.104439,70.708561",-60.104439,70.708561,3305.555367,350.56,Debit Card,KM7156,SUV,High,Yes,Tuesday,Yes,5
425,7-15-22 18:22,"-70.203426,32.330502",-70.203426,32.330502,"41.62237,81.767131",41.62237,81.767131,7360.630491,756.06,PayPal,YB4731,Sedan,Medium,Yes,Monday,Yes,1
426,4-8-24 7:54,"51.304185,-65.287804",51.304185,-65.287804,"23.650795,-165.717569",23.650795,-165.717569,11415.78037,1161.58,Cash,EG9114,Sedan,High,No,Tuesday,Yes,4
427,1-5-23 20:42,"87.949835,-31.182491",87.949835,-31.182491,"-8.739222,-36.25431",-8.739222,-36.25431,8247.463794,844.75,PayPal,LZ3291,Sedan,Medium,No,Sunday,Yes,1
428,6-24-22 9:59,"20.94706,71.404903",20.94706,71.404903,"2.087783,45.129238",2.087783,45.129238,3882.334921,408.23,Debit Card,ER4839,Bus,Low,No,Thursday,Yes,2
429,7-20-22 18:42,"-12.212314,11.599864",-12.212314,11.599864,"70.904315,-146.274703",70.904315,-146.274703,9925.463952,1012.55,Debit Card,NG5445,Bus,Medium,No,Tuesday,No,1
430,8-3-23 15:46,"-48.885515,58.62693",-48.885515,58.62693,"-52.929453,65.589551",-52.929453,65.589551,9934.453092,1013.45,Cash,FI2863,Bus,Low,No,Wednesday,No,4
431,10-30-22 20:50,"72.079042,-122.997519",72.079042,-122.997519,"68.963581,-45.588728",68.963581,-45.588728,9449.09008,964.91,Apple Pay,BV5097,Sedan,Low,Yes,Friday,No,5
432,3-14-22 16:43,"7.243222,97.329539",7.243222,97.329539,"-75.674179,-154.140983",-75.674179,-154.140983,5823.222744,602.32,PayPal,MD7620,Motorcycle,Medium,No,Friday,Yes,1
433,4-7-24 14:09,"-7.498026,-36.832625",-7.498026,-36.832625,"-1.666345,102.173076",-1.666345,102.173076,6661.490417,686.15,Visa,IR3516,Sedan,Medium,Yes,Thursday,No,3
434,8-6-22 8:11,"-75.570137,71.769639",-75.570137,71.769639,"57.988304,172.492958",57.988304,172.492958,11208.2518,1140.83,Debit Card,YK8628,SUV,High,Yes,Monday,No,4
435,9-5-22 6:01,"27.264179,150.511799",27.264179,150.511799,"-69.952481,180.766708",-69.952481,180.766708,4232.24001,443.22,Apple Pay,VX6383,Motorcycle,High,Yes,Saturday,Yes,5
436,7-29-24 0:52,"-44.554998,107.513729",-44.554998,107.513729,"0.886553,141.465123",0.886553,141.465123,8307.352676,850.74,Visa,PP3628,Motorcycle,High,Yes,Wednesday,Yes,1
437,4-16-23 16:55,"-39.44041,-174.012513",-39.44041,-174.012513,"27.154508,-34.58481",27.154508,-34.58481,7414.290228,761.43,PayPal,AP6655,Bus,Medium,No,Monday,No,4
438,12-30-23 4:30,"-74.838678,5.662503",-74.838678,5.662503,"13.815615,-19.201569",13.815615,-19.201569,5730.601651,593.06,Cash,WU0262,Sedan,Low,Yes,Tuesday,Yes,1
439,12-18-24 15:49,"74.01801,-115.826333",74.01801,-115.826333,"-27.41676,-20.1555",-27.41676,-20.1555,11735.41953,1193.54,PayPal,MD3450,Bus,High,Yes,Wednesday,No,1
440,5-2-22 7:30,"-80.901859,-87.075255",-80.901859,-87.075255,"88.621538,-53.850792",88.621538,-53.850792,798.3978067,99.84,Apple Pay,NJ1801,Sedan,High,No,Thursday,No,5
441,8-13-22 19:37,"69.888508,23.094538",69.888508,23.094538,"-16.9725,131.287924",-16.9725,131.287924,5824.8358,602.48,PayPal,LO9776,Bus,High,No,Monday,Yes,1
442,6-23-23 9:34,"-68.646482,-23.267104",-68.646482,-23.267104,"55.462239,136.612891",55.462239,136.612891,4505.561981,470.56,PayPal,MF3115,Sedan,Medium,Yes,Monday,Yes,3
443,4-25-24 19:19,"-28.316862,-121.887733",-28.316862,-121.887733,"42.204196,84.451791",42.204196,84.451791,5986.99407,618.70,Cash,WU2310,Sedan,Low,Yes,Wednesday,Yes,1
444,3-30-22 1:17,"-82.126407,-74.408625",-82.126407,-74.408625,"76.311681,-50.855483",76.311681,-50.855483,1469.733369,166.97,Debit Card,XL9394,Motorcycle,Low,No,Sunday,No,3
445,6-14-24 13:54,"25.787789,152.159771",25.787789,152.159771,"-83.940258,109.551313",-83.940258,109.551313,843.5324656,104.35,Cash,ZB6539,Motorcycle,High,No,Monday,Yes,2
446,5-12-23 2:27,"3.342731,105.4371",3.342731,105.4371,"-84.360482,-59.678255",-84.360482,-59.678255,6956.428213,715.64,Visa,XZ8765,Bus,High,No,Monday,No,2
447,10-9-23 9:05,"-52.525894,26.661544",-52.525894,26.661544,"52.907377,91.774744",52.907377,91.774744,5952.461902,615.25,Apple Pay,NV2684,Sedan,Low,No,Saturday,No,3
448,4-21-24 14:47,"-84.12679,-137.00189",-84.12679,-137.00189,"-89.772955,29.205478",-89.772955,29.205478,3066.913263,326.69,Apple Pay,MF4305,Bus,High,No,Sunday,No,3
449,11-13-24 9:08,"29.933503,80.796656",29.933503,80.796656,"-82.163982,-76.883826",-82.163982,-76.883826,3517.522118,371.75,Debit Card,EQ2647,Bus,High,Yes,Monday,Yes,2
450,8-26-22 2:14,"-45.401022,-31.242666",-45.401022,-31.242666,"-55.476022,0.780137",-55.476022,0.780137,3133.587473,333.36,Debit Card,NN9301,Motorcycle,Low,No,Wednesday,Yes,5
451,11-21-24 23:56,"60.528284,-117.475313",60.528284,-117.475313,"40.910571,112.072752",40.910571,112.072752,10208.93446,1040.89,Visa,EE3335,SUV,Medium,No,Saturday,Yes,5
452,2-19-22 22:47,"-87.289991,61.219121",-87.289991,61.219121,"87.817793,-2.639489",87.817793,-2.639489,10442.3197,1064.23,Cash,WH0621,Sedan,Medium,No,Monday,Yes,5
453,9-29-22 5:51,"82.926059,0.799222",82.926059,0.799222,"57.255881,-132.451491",57.255881,-132.451491,6645.329012,684.53,Apple Pay,KY2710,Sedan,Medium,Yes,Friday,No,1
454,7-14-23 10:39,"18.258404,-11.625682",18.258404,-11.625682,"14.122426,7.010935",14.122426,7.010935,2121.084825,232.11,PayPal,AT4758,Motorcycle,Low,No,Saturday,No,4
455,1-21-24 4:44,"-88.332187,36.59025",-88.332187,36.59025,"74.157968,-1.827879",74.157968,-1.827879,8718.011208,891.80,Apple Pay,UP9965,Motorcycle,Medium,Yes,Saturday,Yes,4
456,12-22-22 4:10,"-69.203944,96.865468",-69.203944,96.865468,"65.860152,-37.980701",65.860152,-37.980701,10823.06765,1102.31,Debit Card,HY1421,Motorcycle,High,No,Friday,No,4
457,12-19-23 16:21,"83.066681,180.124325",83.066681,180.124325,"40.156155,57.81521",40.156155,57.81521,6683.765153,688.38,Cash,ZO1205,SUV,Low,No,Saturday,No,1
458,3-17-22 2:03,"-18.936793,-104.486936",-18.936793,-104.486936,"15.169301,-130.395242",15.169301,-130.395242,4102.921634,430.29,PayPal,ZA4409,Sedan,Medium,No,Thursday,No,1
459,12-11-24 12:41,"-6.666501,-91.270292",-6.666501,-91.270292,"3.802732,132.347703",3.802732,132.347703,5703.521398,590.35,Cash,RE9502,Sedan,High,No,Sunday,No,1
460,10-4-23 18:51,"55.204762,-13.814229",55.204762,-13.814229,"27.688375,-82.343016",27.688375,-82.343016,7787.241961,798.72,Debit Card,HC5833,Sedan,High,Yes,Wednesday,No,2
461,4-5-23 11:37,"79.651038,128.485643",79.651038,128.485643,"4.711792,29.859485",4.711792,29.859485,3318.277984,351.83,PayPal,RT9747,Motorcycle,Low,No,Wednesday,No,4
462,12-9-24 1:28,"-39.532035,113.210746",-39.532035,113.210746,"22.42596,-159.614258",22.42596,-159.614258,7347.339231,754.73,Debit Card,GO1680,SUV,High,Yes,Monday,Yes,2
463,12-22-22 12:53,"14.264058,-173.295474",14.264058,-173.295474,"51.581495,42.773007",51.581495,42.773007,11643.56864,1184.36,PayPal,NV5254,Motorcycle,High,Yes,Friday,Yes,4
464,2-8-23 4:51,"28.771475,-165.774373",28.771475,-165.774373,"61.343497,-173.199173",61.343497,-173.199173,4698.622094,489.86,Apple Pay,MQ5911,Bus,Low,No,Tuesday,Yes,1
465,4-9-22 0:48,"63.055496,86.311052",63.055496,86.311052,"82.909668,-67.050996",82.909668,-67.050996,2086.071672,228.61,Apple Pay,QA6310,SUV,Medium,No,Monday,No,4
466,5-16-22 4:36,"0.654936,-10.065553",0.654936,-10.065553,"9.179375,-14.68057",9.179375,-14.68057,1800.054688,200.01,Debit Card,UJ7877,Motorcycle,High,Yes,Saturday,Yes,2
467,9-16-23 10:08,"30.089361,9.650168",30.089361,9.650168,"-59.695273,-17.669588",-59.695273,-17.669588,3049.686609,324.97,Debit Card,SG3629,Motorcycle,Low,No,Sunday,Yes,3
468,5-29-24 17:10,"14.891028,-128.06948",14.891028,-128.06948,"-73.536,113.418681",-73.536,113.418681,4636.071013,483.61,PayPal,HM5403,Bus,Medium,No,Tuesday,No,1
469,8-19-22 0:47,"-76.402974,-36.423925",-76.402974,-36.423925,"50.814119,-61.658009",50.814119,-61.658009,4123.838289,432.38,Visa,SK8601,Bus,Medium,No,Thursday,No,4
470,12-10-23 3:57,"-47.202703,-153.243332",-47.202703,-153.243332,"46.442763,-142.477685",46.442763,-142.477685,1493.719067,169.37,PayPal,BT9838,Bus,Medium,Yes,Sunday,No,1
471,9-23-24 13:50,"-16.405441,50.653212",-16.405441,50.653212,"79.419404,177.443918",79.419404,177.443918,7438.823262,763.88,Debit Card,JJ1596,Sedan,Medium,No,Sunday,Yes,3
472,3-1-22 2:11,"40.563849,-56.393763",40.563849,-56.393763,"-59.591889,-44.761746",-59.591889,-44.761746,6755.449369,695.54,PayPal,YH3764,Bus,Low,No,Saturday,Yes,1
473,7-18-23 11:19,"48.244425,97.196467",48.244425,97.196467,"-14.963823,89.835739",-14.963823,89.835739,2792.228192,299.22,Apple Pay,DB7443,Sedan,High,No,Sunday,No,4
474,4-1-24 7:32,"-6.89146,-92.005693",-6.89146,-92.005693,"-21.02434,-90.198043",-21.02434,-90.198043,5792.119572,599.21,Apple Pay,LM8033,Sedan,Low,Yes,Monday,Yes,1
475,12-29-24 19:53,"52.938647,11.234045",52.938647,11.234045,"-65.038511,-155.028877",-65.038511,-155.028877,5600.402531,580.04,Debit Card,LA6098,Sedan,Medium,Yes,Wednesday,Yes,5
476,2-15-22 17:14,"50.74613,75.475603",50.74613,75.475603,"-1.596242,151.703115",-1.596242,151.703115,3632.251783,383.23,Visa,HC3050,SUV,Medium,Yes,Tuesday,No,1
477,11-12-23 14:27,"-60.242191,111.290573",-60.242191,111.290573,"-68.931249,-30.943518",-68.931249,-30.943518,11192.05677,1139.21,PayPal,PZ8582,Motorcycle,High,Yes,Friday,No,2
478,6-19-22 12:59,"-40.531676,44.304528",-40.531676,44.304528,"-23.34872,104.850374",-23.34872,104.850374,9826.428799,1002.64,Cash,MP4232,SUV,High,No,Monday,No,4
479,9-22-23 9:53,"14.694147,-68.930118",14.694147,-68.930118,"44.525856,-59.563639",44.525856,-59.563639,7514.009238,771.40,Apple Pay,UL4324,Bus,Low,Yes,Thursday,No,4
480,3-24-24 10:48,"38.569327,159.294702",38.569327,159.294702,"70.8385,176.445005",70.8385,176.445005,4515.032323,471.50,Visa,FL1827,SUV,High,Yes,Monday,No,5
481,4-19-22 14:10,"10.068602,66.313337",10.068602,66.313337,"-54.330662,-47.977049",-54.330662,-47.977049,3897.932834,409.79,Debit Card,TP7199,Bus,High,Yes,Sunday,Yes,3
482,7-30-24 2:07,"90.375244,16.061006",90.375244,16.061006,"-58.717615,-86.441625",-58.717615,-86.441625,5131.963011,533.20,Visa,BN6216,Motorcycle,Low,Yes,Tuesday,No,2
483,9-6-23 2:32,"-28.717266,143.59216",-28.717266,143.59216,"63.162007,-91.187264",63.162007,-91.187264,4798.596168,499.86,Debit Card,EF7814,Sedan,Medium,No,Thursday,Yes,3
484,2-26-23 13:01,"-25.616488,70.699133",-25.616488,70.699133,"68.357998,175.224706",68.357998,175.224706,8266.708511,846.67,Visa,HH6047,SUV,Low,Yes,Monday,No,3
485,12-12-22 1:58,"-63.476702,109.20047",-63.476702,109.20047,"26.740421,88.181444",26.740421,88.181444,10795.31059,1099.53,Visa,VA5408,Motorcycle,Medium,No,Tuesday,No,2
486,6-10-23 0:14,"-53.995212,42.121714",-53.995212,42.121714,"-59.817924,-108.031297",-59.817924,-108.031297,7227.459763,742.75,Visa,EY8383,SUV,Low,No,Thursday,No,4
487,11-13-24 14:36,"72.137798,176.66624",72.137798,176.66624,"61.040865,82.27355",61.040865,82.27355,7137.880233,733.79,Debit Card,KR0061,Motorcycle,Medium,Yes,Friday,Yes,4
488,10-31-22 18:43,"38.376813,-35.904635",38.376813,-35.904635,"-81.448419,-12.724209",-81.448419,-12.724209,6749.560598,694.96,Debit Card,OI1286,Motorcycle,Low,No,Friday,No,3
489,6-8-24 23:12,"69.141576,116.608426",69.141576,116.608426,"21.175861,-158.953288",21.175861,-158.953288,397.3272614,59.73,Debit Card,FZ4309,Motorcycle,Medium,No,Saturday,Yes,1
490,6-10-24 22:13,"-81.215254,106.61538",-81.215254,106.61538,"-29.113354,14.671926",-29.113354,14.671926,11615.74721,1181.57,Cash,MQ5333,Bus,Low,Yes,Friday,Yes,3
491,5-17-24 2:36,"-28.890444,-135.676982",-28.890444,-135.676982,"74.871831,120.826467",74.871831,120.826467,6607.010197,680.70,Visa,XZ6454,Sedan,Low,Yes,Wednesday,Yes,4
492,2-24-24 11:18,"-5.639503,5.958588",-5.639503,5.958588,"-44.055665,20.880356",-44.055665,20.880356,4550.190034,475.02,Cash,VP6311,SUV,High,No,Sunday,No,4
493,10-20-23 0:41,"-53.360504,16.352499",-53.360504,16.352499,"-16.368623,161.853771",-16.368623,161.853771,9878.589573,1007.86,Visa,FM4021,Motorcycle,High,No,Wednesday,Yes,1
494,6-9-23 10:08,"39.749117,100.115837",39.749117,100.115837,"3.437416,-167.911143",3.437416,-167.911143,2782.658604,298.27,PayPal,UI3082,Motorcycle,Medium,No,Wednesday,Yes,2
495,10-11-23 1:55,"-81.853189,39.290447",-81.853189,39.290447,"57.690596,-92.981973",57.690596,-92.981973,9415.213007,961.52,Visa,YO9325,Motorcycle,Medium,No,Monday,Yes,2
496,7-18-24 4:39,"4.926969,70.669149",4.926969,70.669149,"-37.544706,-52.575667",-37.544706,-52.575667,4591.49016,479.15,Debit Card,VC3890,SUV,Low,Yes,Friday,No,3
497,6-22-22 3:37,"-19.232553,104.314321",-19.232553,104.314321,"-42.628361,-159.224337",-42.628361,-159.224337,7075.308188,727.53,Apple Pay,SV3933,SUV,Medium,Yes,Tuesday,No,2
498,11-7-22 4:58,"49.970701,-85.471112",49.970701,-85.471112,"-14.870399,-78.161935",-14.870399,-78.161935,9519.845081,971.98,Visa,VL3811,SUV,High,No,Thursday,No,3
499,11-27-22 2:59,"78.953329,122.407236",78.953329,122.407236,"74.26144,-2.498843",74.26144,-2.498843,2513.784097,271.38,Visa,BR2147,Sedan,Medium,Yes,Wednesday,No,4
500,2-1-23 22:53,"-77.304321,-48.52931",-77.304321,-48.52931,"-85.715486,31.171588",-85.715486,31.171588,3337.805376,353.78,Cash,DB7602,Motorcycle,Low,Yes,Monday,Yes,5
501,10-4-23 10:40,"-86.003796,-154.907704",-86.003796,-154.907704,"-16.261654,-139.819495",-16.261654,-139.819495,4335.604459,453.56,Cash,VL1204,SUV,Medium,No,Friday,No,3
502,7-20-24 23:16,"-65.867232,147.445913",-65.867232,147.445913,"83.57654,-132.78463",83.57654,-132.78463,7070.78505,727.08,PayPal,CM1959,Bus,Medium,Yes,Friday,No,4
503,2-20-24 12:02,"-50.712827,147.477587",-50.712827,147.477587,"7.852864,-74.625447",7.852864,-74.625447,8228.025561,842.80,Debit Card,SH0992,Motorcycle,Medium,Yes,Tuesday,Yes,5
504,6-21-23 23:24,"81.307314,147.597971",81.307314,147.597971,"-44.430796,158.662378",-44.430796,158.662378,3432.640226,363.26,Debit Card,ML0800,Sedan,High,Yes,Tuesday,Yes,2
505,10-29-23 13:18,"2.945489,176.993747",2.945489,176.993747,"31.135204,133.944385",31.135204,133.944385,5325.181875,552.52,Cash,NE0229,Motorcycle,High,Yes,Monday,No,4
506,1-5-24 8:53,"44.276235,-72.934792",44.276235,-72.934792,"69.742091,-81.204363",69.742091,-81.204363,10249.00324,1044.90,Cash,UN5546,Sedan,Medium,Yes,Sunday,Yes,4
507,12-11-22 19:21,"66.964,104.559566",66.964,104.559566,"63.497203,68.103503",63.497203,68.103503,2595.700291,279.57,PayPal,TL9895,Motorcycle,Medium,No,Thursday,Yes,1
508,12-6-23 7:31,"27.747264,161.887876",27.747264,161.887876,"53.241236,13.505275",53.241236,13.505275,8301.376349,850.14,Debit Card,QB3054,Motorcycle,Medium,Yes,Wednesday,No,3
509,8-30-24 9:38,"77.974744,-46.805286",77.974744,-46.805286,"14.194693,88.396087",14.194693,88.396087,9148.015417,934.80,Debit Card,EW3263,Motorcycle,High,Yes,Monday,No,4
510,5-18-24 15:21,"6.647593,40.277072",6.647593,40.277072,"-6.833051,-95.536471",-6.833051,-95.536471,5854.09573,605.41,Apple Pay,AV1826,Motorcycle,High,No,Tuesday,No,2
511,8-18-24 1:20,"89.763033,-130.447994",89.763033,-130.447994,"-13.33299,-174.183541",-13.33299,-174.183541,9627.234539,982.72,PayPal,NF0798,Sedan,High,Yes,Sunday,No,5
512,7-1-24 17:58,"41.753161,-87.465033",41.753161,-87.465033,"63.364902,172.218617",63.364902,172.218617,9157.275747,935.73,PayPal,AZ0261,Sedan,Medium,No,Tuesday,Yes,1
513,7-14-22 15:12,"53.594263,-126.919589",53.594263,-126.919589,"66.147363,52.419024",66.147363,52.419024,11870.92868,1207.09,Cash,PQ5595,Sedan,High,No,Sunday,No,1
514,5-6-22 12:13,"65.414812,115.361865",65.414812,115.361865,"-12.491303,-2.76184",-12.491303,-2.76184,3437.944842,363.79,Cash,NX5011,Sedan,High,No,Sunday,No,1
515,3-24-24 11:20,"-49.687573,98.488315",-49.687573,98.488315,"70.248435,3.566182",70.248435,3.566182,9837.457111,1003.75,Apple Pay,RK6633,Sedan,Low,No,Friday,Yes,3
516,4-29-22 18:16,"-54.679101,162.900384",-54.679101,162.900384,"45.49358,-175.621787",45.49358,-175.621787,5516.701427,571.67,Debit Card,YO8055,Bus,Medium,Yes,Tuesday,No,1
517,1-6-22 16:00,"58.45381,163.491411",58.45381,163.491411,"87.437184,58.825523",87.437184,58.825523,7008.678824,720.87,Visa,SN1745,Sedan,High,Yes,Thursday,Yes,4
518,11-9-23 5:43,"10.85205,133.639541",10.85205,133.639541,"29.100394,-156.610139",29.100394,-156.610139,2476.380171,267.64,Cash,ZK5469,SUV,Medium,No,Thursday,No,2
519,10-22-23 14:43,"87.497464,144.04964",87.497464,144.04964,"-13.098568,139.858737",-13.098568,139.858737,3581.279229,378.13,PayPal,UK5260,SUV,Medium,Yes,Friday,Yes,2
520,6-29-24 16:53,"57.879401,39.271914",57.879401,39.271914,"17.565698,1.544634",17.565698,1.544634,1471.25137,167.13,Apple Pay,LS7920,Bus,High,No,Friday,No,1
521,7-9-23 21:26,"48.370789,47.462063",48.370789,47.462063,"-33.15668,169.072191",-33.15668,169.072191,5682.658527,588.27,Cash,TX8460,Motorcycle,Medium,Yes,Wednesday,No,3
522,11-13-24 5:51,"-60.777537,-133.447808",-60.777537,-133.447808,"-3.788525,130.199556",-3.788525,130.199556,2066.999142,226.70,Apple Pay,MC4447,Sedan,High,Yes,Tuesday,No,4
523,7-7-23 13:25,"-55.800575,106.114876",-55.800575,106.114876,"-40.863982,-18.54684",-40.863982,-18.54684,11046.62408,1124.66,Apple Pay,DA2408,Motorcycle,Low,No,Saturday,Yes,4
524,7-19-22 3:57,"23.579969,-26.824802",23.579969,-26.824802,"-13.91078,-95.673588",-13.91078,-95.673588,6469.713358,666.97,Visa,ND4443,Sedan,Medium,Yes,Friday,No,1
525,6-1-22 13:55,"-14.060426,131.806449",-14.060426,131.806449,"79.604797,98.797875",79.604797,98.797875,9836.275527,1003.63,Debit Card,MV9399,SUV,High,Yes,Thursday,Yes,3
526,2-2-24 12:43,"-53.945089,-148.605435",-53.945089,-148.605435,"31.377173,30.629113",31.377173,30.629113,6540.631229,674.06,Visa,TA9491,Sedan,Medium,No,Saturday,Yes,4
527,9-27-23 0:08,"-33.060749,-108.588752",-33.060749,-108.588752,"65.615413,-22.595903",65.615413,-22.595903,4105.832,430.58,Debit Card,YL5478,SUV,High,No,Saturday,Yes,1
528,8-14-23 6:24,"-0.977473,-107.217761",-0.977473,-107.217761,"-47.383567,-103.245758",-47.383567,-103.245758,6814.058381,701.41,Apple Pay,LV7097,SUV,Low,No,Tuesday,Yes,1
529,10-19-23 11:32,"-56.063132,-63.187057",-56.063132,-63.187057,"1.69396,106.235583",1.69396,106.235583,3273.362062,347.34,PayPal,RP9127,Bus,Medium,Yes,Sunday,Yes,3
530,12-8-23 7:12,"-49.614679,107.520131",-49.614679,107.520131,"7.858584,78.923629",7.858584,78.923629,9822.500573,1002.25,Cash,GP6984,Sedan,High,Yes,Sunday,Yes,3
531,11-5-22 20:32,"14.271785,-128.3213",14.271785,-128.3213,"38.616704,-43.747069",38.616704,-43.747069,7314.56276,751.46,Debit Card,WV9235,Motorcycle,High,Yes,Friday,Yes,4
532,11-4-22 2:37,"74.466295,-137.86208",74.466295,-137.86208,"29.896491,-70.200455",29.896491,-70.200455,8824.106708,902.41,Visa,UQ3918,Bus,Medium,No,Tuesday,No,2
533,3-24-24 5:33,"62.803377,66.561117",62.803377,66.561117,"-58.215656,65.016293",-58.215656,65.016293,3056.901691,325.69,Apple Pay,YX7012,SUV,High,No,Tuesday,Yes,5
534,8-3-24 1:38,"50.753019,27.370123",50.753019,27.370123,"41.951844,-129.384723",41.951844,-129.384723,7013.528227,721.35,Apple Pay,LN6482,SUV,High,No,Sunday,No,1
535,9-1-23 7:29,"0.255931,-104.863374",0.255931,-104.863374,"70.547217,36.185781",70.547217,36.185781,7080.990438,728.10,Debit Card,PD6230,Sedan,Medium,No,Thursday,Yes,3
536,4-6-22 22:00,"46.195027,75.79936",46.195027,75.79936,"17.173489,113.599643",17.173489,113.599643,3254.926633,345.49,PayPal,MP2573,Motorcycle,Low,No,Saturday,No,3
537,11-2-24 12:41,"74.356891,98.50474",74.356891,98.50474,"33.602566,-148.597479",33.602566,-148.597479,494.1796633,69.42,Cash,IB7223,Bus,Medium,No,Sunday,No,3
538,12-7-23 19:09,"12.513579,13.145701",12.513579,13.145701,"11.770096,-118.056572",11.770096,-118.056572,8570.001083,877.00,Debit Card,KR9029,Motorcycle,Low,No,Friday,No,2
539,10-2-24 13:16,"71.227779,-6.667047",71.227779,-6.667047,"-1.712468,-168.675454",-1.712468,-168.675454,7940.533437,814.05,Visa,VX9585,Bus,High,Yes,Tuesday,No,4
540,2-14-24 14:19,"-44.407389,-64.067917",-44.407389,-64.067917,"20.301455,-134.642059",20.301455,-134.642059,4818.801574,501.88,Visa,VY5166,SUV,High,No,Thursday,No,2
541,4-11-24 18:37,"-20.145747,-17.593543",-20.145747,-17.593543,"-83.814315,-6.448864",-83.814315,-6.448864,5013.142194,521.31,Debit Card,WT5570,Sedan,Medium,Yes,Tuesday,No,4
542,2-3-22 6:33,"-6.845991,60.152839",-6.845991,60.152839,"28.506341,-76.222009",28.506341,-76.222009,7133.583969,733.36,PayPal,GC3578,Bus,Medium,No,Tuesday,Yes,4
543,8-13-22 23:41,"39.189886,175.398313",39.189886,175.398313,"-43.476938,-1.780048",-43.476938,-1.780048,8412.348749,861.23,Cash,TV9588,SUV,Low,Yes,Thursday,Yes,3
544,2-28-24 4:38,"57.521707,34.228962",57.521707,34.228962,"-47.433461,-1.991694",-47.433461,-1.991694,2638.420041,283.84,Debit Card,KD7099,Bus,Medium,No,Saturday,No,1
545,2-9-24 5:59,"-84.567329,-74.315394",-84.567329,-74.315394,"-50.297446,109.310529",-50.297446,109.310529,1441.423876,164.14,Debit Card,GX7546,SUV,Medium,No,Thursday,Yes,3
546,8-16-23 9:55,"62.321029,-40.312681",62.321029,-40.312681,"88.056691,172.941851",88.056691,172.941851,8483.473274,868.35,Cash,XC4133,Motorcycle,Low,Yes,Monday,No,3
547,7-20-22 9:50,"-82.908172,-175.915106",-82.908172,-175.915106,"31.78794,99.767189",31.78794,99.767189,6121.711217,632.17,Visa,IN3255,Bus,Low,Yes,Saturday,Yes,1
548,12-28-22 12:21,"51.838004,134.833013",51.838004,134.833013,"41.032936,149.453704",41.032936,149.453704,3175.226794,337.52,Cash,RH1860,Motorcycle,Low,Yes,Monday,No,4
549,3-30-23 21:45,"-79.770035,3.004572",-79.770035,3.004572,"-69.185942,-134.278795",-69.185942,-134.278795,6127.279584,632.73,PayPal,EI8042,Motorcycle,High,Yes,Wednesday,Yes,1
550,5-18-24 7:02,"19.625532,-96.636337",19.625532,-96.636337,"-89.896612,-117.703091",-89.896612,-117.703091,7978.112788,817.81,Debit Card,KX0804,Bus,High,Yes,Wednesday,No,1
551,11-19-24 5:24,"-6.755585,-81.793525",-6.755585,-81.793525,"61.779233,107.6288",61.779233,107.6288,5360.23221,556.02,PayPal,JD2839,SUV,Medium,No,Saturday,No,3
552,9-22-23 9:46,"25.607983,-80.343915",25.607983,-80.343915,"69.355759,-52.539703",69.355759,-52.539703,8319.231772,851.92,PayPal,WS9229,Motorcycle,Medium,Yes,Sunday,Yes,3
553,9-30-23 15:35,"-60.836017,40.674642",-60.836017,40.674642,"55.915678,103.287693",55.915678,103.287693,7503.49955,770.35,Debit Card,OD2282,Bus,Medium,No,Sunday,Yes,3
554,12-22-22 17:23,"-81.878047,-178.259827",-81.878047,-178.259827,"44.622186,-84.338869",44.622186,-84.338869,5747.110393,594.71,Debit Card,AT6613,Bus,High,No,Tuesday,Yes,5
